/spells/308-freedom_of_movement/,Свобода перемещения [Freedom of movement],4 уровень,ограждение,1 действие,Касание,"В, С, М  (кожаный ремешок, обмотанный вокруг предплечья или аналогичной конечности)",1 час,"бард, друид, жрец, изобретатель, следопыт","домен войны (жрец), заводная душа (чародей), клятва преданности (паладин), клятва славы (паладин), круг земли (друид)",«Player's handbook»,"Вы касаетесь согласного существа. Пока заклинание активно, на перемещения цели не влияет труднопроходимая местность, а заклинания и прочие магические эффекты не могут ни уменьшить её скорость, ни сделать еёпарализованнойилиопутанной.Цель может также потратить 5 футов перемещения, чтобы автоматически высвободиться из немагических оков, таких как кандалы или захват другого существа. Более того, нахождение под водой не накладывает штрафы на перемещение и атаки цели."
/spells/309-contact_other_plane/,Связь с иным миром [Contact other plane],5 уровень,прорицание (ритуал),1 минута,На себя,В,1 минута,"волшебник, колдун",,«Player's handbook»,"Вы мысленно связываетесь с полубогом, духом давно умершего мудреца или другой таинственной сущностью с другого плана существования. Контакт с иномировой сущностью может ослабить или даже повредить ваш рассудок. Накладывая это заклинание, вы совершаете спасбросок Интеллекта Сл 15. При провале вы получаете урон психической энергией 6к6 и становитесь безумным до окончания продолжительного отдыха. Будучи безумным, вы не можете совершать действия, не можете понимать речь других существ, не можете читать и можете только неразборчиво бормотать. Заклинаниевысшее восстановление [greater restoration], наложенное на вас, оканчивает этот эффект.При успешном спасброске вы можете задать сущности до пяти вопросов. Вы должны задать вопросы до того как окончится заклинание. На все вопросы Мастер отвечает односложно, например, «да», «нет», «может быть», «никогда» или «не ясно» (если сущность не знает ответ). Если односложный ответ может ввести в заблуждение, Мастер может произнести короткую фразу."
/spells/310-hallow/,Святилище [Hallow],5 уровень,воплощение,24 часа,Касание,"В, С, М  (травы, масла и благовония, стоящие как минимум 1 000 зм, расходуемые заклинанием)",Пока не рассеется,жрец,исчадие (колдун),«Player's handbook»,"Вы касаетесь точки и наполняете область вокруг неё святой (или нечестивой) силой. Радиус области может быть с радиусом до 60 футов, и заклинание проваливается, если в этот радиус попадает область, уже находящаяся под действием заклинания святилище.Наполненная область подвергается следующим эффектам:Во-первых, исчадия, небожители, нежить, феи и элементали не могут войти в эту область, и не могут делать существ, находящихся внутри,очарованными,испуганнымии одержимыми. Все существа,очарованные,испуганныеили одержимые такими существами, перестают бытьочарованными,испуганнымии одержимыми, входя в эту область. Вы можете исключить из эффекта один или несколько видов существ.Во-вторых, вы можете привязать к области дополнительный эффект. Выберите один эффект из прилагающегося списка, или выберите эффект, предложенный Мастером. Некоторые из этих эффектов применяются к существам, находящимся в области; вы можете указать, будет ли он применяться ко всем существам, существам, служащим определенному божеству или лидеру, или существам определенного вида, например, оркам и троллям. Когда существо, попадающее под действие эффекта, входит в область заклинания впервые за ход или начинает там ход, оно может совершить спасбросок Харизмы. В случае успеха существо игнорирует дополнительный эффект, пока не покинет эту область.Вечный покой. Мертвые тела, похороненные в области, не могут стать нежитью.Вмешательство в путешествия между измерениями. Затронутые существа не могут перемещаться и путешествовать, используя телепортацию или перемещение между измерениями и планами.Дневной свет. Область освещаетсяярким светом. Магическая тьма, созданная заклинаниями с уровнем меньше уровня ячейки, использованной вами для накладывания этого заклинания, не может затмить свет.Защита от энергии. Затронутые существа в области получают сопротивление одному виду урона на ваш выбор кроме дробящего, колющего и рубящего.Страх. Затронутые существа испуганы, пока находятся в области.Темнота. Область заполняетсятемнотой. Обычный свет, а также магический свет, созданный заклинаниями, с уровнем меньше уровня ячейки, использованной вами для накладывания этого заклинания, не могут осветить область.Тишина. Звуки не покидают границы области, и не проникают снаружи внутрь.Уязвимость энергии. Затронутые существа в области получают уязвимость к одному виду урона на ваш выбор кроме дробящего, колющего и рубящего.Храбрость. Затронутые существа не могут бытьиспуганы, пока находятся в области.Языки. Затронутые существа могут общаться с любыми другими существами, находящимися в области, даже если у них нет общего языка."
/spells/490-holy_weapon/,Священное оружие [Holy weapon],5 уровень,воплощение,1 бонусное действие,Касание,"В, С","Концентрация, вплоть до 1 часа","жрец, паладин",,«Xanathar's Guide to Everything»,"Вы наполняете оружие, которого касаетесь, святой силой. Пока заклинание активно, оружие излучаетяркий светв пределах 30 футов итусклый светв пределах ещё 30 футов. Кроме того, атаки, совершенные этим оружием, наносят дополнительно 2к8 урона излучением при попадании. Если оружие ещё не является магическим, оно становится таковым на время действия заклинания.Бонусным действием вы можете отменить это заклинание и создать вспышку света, исходящую из оружия. Каждое существо по вашему выбору, которое вы видите в пределах 30 футов от оружия, должно совершить спасбросок Телосложения. При неудачном спасброске существо получает 4к8 урона излучением, и становитсяослеплённымна 1 минуту.При успешном спасброске существо получает половину урона и не ослепляется. В конце каждого своего хода ослеплённое существо может повторить спасбросок Телосложения, оканчивая эффект на себе при успехе."
/spells/311-sacred_flame/,Священное пламя [Sacred flame],Заговор,воплощение,1 действие,60 футов,"В, С",Мгновенная,жрец,небожитель (колдун),«Player's handbook»,"Похожее на огонь сияние нисходит на существо, которое вы видите в пределах дистанции. Цель должна преуспеть в спасброске Ловкости, иначе она получает урон излучением 1к8. Для этого спасброска цель не получает преимуществ от укрытия.Урон этого заклинания увеличивается на 1к8, когда вы достигаете 5-го уровня (2к8), 11-го уровня (3к8) и 17-го уровня (4к8)."
/spells/312-hex/,Сглаз [Hex],1 уровень,очарование,1 бонусное действие,90 футов,"В, С, М  (окаменевший глаз тритона)","Концентрация, вплоть до 1 часа",колдун,,«Player's handbook»,"Вы проклинаете существо, которое видите в пределах дистанции. Пока заклинание активно, вы наносите цели 1к6 урона некротической энергией каждый раз, когда попадаете по ней атакой. Кроме того, выберите одну характеристику, когда накладываете заклинание. Цель совершает с помехой проверки выбранной характеристики.Если хиты цели опускаются до 0, пока заклинание активно, вы можете в один из своих следующих ходов бонусным действием проклясть новое существо.Заклинание снятие проклятья [remove curse], наложенное на цель, оканчивает это заклинание преждевременно.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 3-го или 4-го уровня, вы можете поддерживать концентрацию на нём до 8 часов. Если вы используете ячейку заклинания 5-го уровня или выше, вы можете поддерживать концентрацию на нём до 24 часов."
/spells/313-alarm/,Сигнал тревоги [Alarm],1 уровень,ограждение (ритуал),1 минута,30 футов,"В, С, М  (колокольчик и серебряная проволочка)",8 часов,"волшебник, изобретатель, следопыт","заводная душа (чародей), клятва смотрителей (паладин)",«Player's handbook»,"Вы устанавливаете сигнализацию на случай вторжения. Выберите дверь, окно или область в пределах дистанции не больше куба с длиной ребра 20 футов. До окончания действия заклинания тревога уведомляет вас каждый раз, когда охраняемой области касается или входит в неё существо с размером не меньше Крошечного. При накладывании заклинания вы можете указать существ, которые не будут вызывать срабатывание тревоги. Вы также выбираете, мысленной будет тревога или слышимой.Мысленная тревога предупреждает вас звоном в сознании, если вы находитесь в пределах 1 мили от охраняемой области. Этот звон пробуждает вас, если вы спите.Слышимая тревога издает звон колокольчика в течение 10 секунд в пределах 60 футов."
/spells/2448-pulse_wave/,Силовая волна [Pulse wave],3 уровень,воплощение (дюнамантия),1 действие,На себя 30-футовый конус,"В, С",Мгновенная,,"магия гравитургии (волшебник), магия хронургии (волшебник)",«Explorer's Guide to Wildemount»,"Вы создаёте сильное давление, выпускаемое в форме 30-футового конуса, и определяете направление волны. Каждое существо в пределах конуса должно совершить спасбросок Телосложения, получая 6к6 урона силовым полем при провале или половину этого урона при успехе. Все существа, провалившие спасбросок, в зависимости от вашего решения либо притягиваются к вам, либо отталкиваются от вас на 15 футов. Кроме того, все незакреплённые предметы в области соответствующе перемещаются на 15 футов.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 4-го уровня или выше, урон увеличивается на 1к6, а расстояние толчка — на 5 футов за каждый уровень ячейки выше третьего."
/spells/314-wall_of_force/,Силовая стена [Wall of force],5 уровень,воплощение,1 действие,120 футов,"В, С, М  (щепотка порошка толчёного прозрачного драгоценного камня)","Концентрация, вплоть до 10 минут",волшебник,"артиллерист (изобретатель), бронник (изобретатель), заводная душа (чародей), клятва искупления (паладин)",«Player's handbook»,"Невидимаястена из силового поля появляется в точке, выбранной вами в пределах дистанции. Стена появляется, будучи ориентированной в любом направлении: горизонтальном, вертикальном или наклонённом. Она может свободно парить, а может опираться на твёрдую поверхность. Вы можете создать её полусферой-куполом или сферой с радиусом до 10 футов, или можете сформировать плоскую поверхность, состоящую из плит 10 × 10 футов, количество которых может доходить до десяти. Каждая плита должна соседствовать как минимум с одной другой плитой. Какая бы форма ни была у стены, её толщина всегда 1/4 дюйма (6 миллиметров). Она существует, пока активно заклинание. Если стена при появлении проходит по пространству существа, это существо выталкивается по одну из сторон стены (на ваш выбор).Ничто не может физически пройти сквозь эту стену. Она обладает иммунитетом ко всем видам урона, и не может быть рассеяна заклинаниемрассеивание магии [dispel magic]. Заклинаниераспад [disintegrate]полностью уничтожает стену. Стена простирается и на Эфирный План, блокируя эфирные перемещения сквозь себя."
/spells/463-snare/,Силок [Snare],1 уровень,ограждение,1 минута,Касание,"В, С, М  (25 футов верёвки, расходуемые заклинанием)",8 часов,"волшебник, друид, изобретатель, следопыт",,«Xanathar's Guide to Everything»,"Когда вы накладываете это заклинание, вы используете верёвку, чтобы создать круг с радиусом 5 футов на земле или на полу. По завершении этого процесса верёвка исчезает, и круг становится волшебной ловушкой.Эта ловушка почти невидима. Чтобы её заметить, требуется совершить успешную проверку Интеллекта (Расследование) против Сл вашего заклинания.Ловушка срабатывает, когда Маленькое, Среднее или Большое существо перемещается по земле или полу в зоне действия заклинания. Это существо должно преуспеть в спасброске Ловкости, иначе будет волшебным образом поднято в воздух и останется висеть вверх ногами на высоте 3 фута над землёй или полом. Существоопутанона этом месте, пока заклинание не окончится.Опутанноесущество может совершать спасбросок Ловкости в конце каждого своего хода, оканчивая на себе эффект при успехе. В качестве альтернативы существо или кто-то другой, кто может дотянуться до него, может действием совершить проверку Интеллекта (Магия) против Сл вашего заклинания. При успехе удерживающий эффект оканчивается.После срабатывания ловушки заклинание заканчивается, если никакое существо им больше не удерживается."
/spells/491-synaptic_static/,Синаптический разряд [Synaptic static],5 уровень,очарование,1 действие,120 футов,"В, С",Мгновенная,"бард, волшебник, колдун, чародей",,«Xanathar's Guide to Everything»,"Вы выбираете точку в пределах дистанции и вызываете в ней взрыв психической энергии. Каждое существо в сфере с радиусом 20 футов с центром в этой точке должно совершить спасбросок Интеллекта. Существа, у которых Интеллект равен 2 или ниже, не попадают под действие этого заклинания. Цель получает 8к6 урона психической энергией при провале или половину этого урона при успехе.После неудачного спасброска цель начинает путаться в мыслях на протяжении 1 минуты. В течение этого времени она бросает к6 и вычитает получившееся число из всех её бросков атаки и проверок характеристики, а также из её спасбросков Телосложения на сохранение концентрации. В конце каждого своего хода цель может совершать спасбросок Интеллекта, оканчивая эффект на себе при успехе."
/spells/3818-rime_s_binding_ice/,Сковывающий лёд Райма [Rime's binding ice],2 уровень,воплощение,1 действие,На себя 30-футовый конус,"С, М  (флакон с талой водой)",Мгновенная,"волшебник, чародей",,«Fizban's Treasury of Dragons»,"Порыв ледяной энергии исходит от вас 30-футовым конусом. Каждое существо в этой области должно совершить спасбросок Телосложения. При провале существо получает 3к8 урона холодом и его удерживают ледяные образования в течение 1 минуты или до тех пор, пока оно или другое существо в пределах дистанции действием не разобьёт лёд. У существа, которое удерживается льдом, скорость уменьшается до 0. При успехе существо получает вдвое меньше урона, и оно не удерживается льдом.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 3-го уровня или выше, урон увеличивается на 1к8 за каждый уровень ячейки выше второго."
/spells/315-grease/,Скольжение [Grease],1 уровень,вызов,1 действие,60 футов,"В, С, М  (кусок масла или свиного сала)",1 минута,"волшебник, изобретатель, чародей (Tasha's Cauldron of Everything)",,«Player's handbook»,"Скользкий жир покрывает пол в квадрате с длиной стороны 10 футов с центром на точке в пределах дистанции, делая эту местностьтруднопроходимой, пока заклинание активно.Когда жир появляется, все существа, стоящие в этой области, должны преуспеть в спасброске Ловкости, иначе они падаютничком. Существа, входящие в эту область или оканчивающие там ход, тоже должны преуспеть в спасброске Ловкости, чтобы не упасть."
/spells/316-longstrider/,Скороход [Longstrider],1 уровень,преобразование,1 действие,Касание,"В, С, М  (щепотка земли)",1 час,"бард, волшебник, друид, изобретатель, следопыт",,«Player's handbook»,"Вы касаетесь существа. Пока заклинание активно, скорость существа увеличивается на 10 футов.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 2-го уровня или выше, вы можете сделать целью одно дополнительное существо за каждый уровень ячейки выше первого."
/spells/317-feeblemind/,Слабоумие [Feeblemind],8 уровень,очарование,1 действие,150 футов,"В, С, М  (пригоршня глиняных, кристаллических, стеклянных или минеральных шариков)",Мгновенная,"бард, волшебник, друид, колдун",,«Player's handbook»,"Вы врываетесь в сознание существа, которое видите в пределах дистанции, пытаясь подавить его интеллект и сознание. Цель получает 4к6 урона психической энергией и должна совершить спасбросок Интеллекта.При провале Интеллект и Харизма существа становятся равны 1. Оно не может накладывать заклинания, активировать магические предметы, понимать языки и вразумительно общаться. Однако существо признаёт друзей, следует за ними, и даже защищает их.В конце каждых 30 дней существо может повторять спасбросок от этого заклинания. Если оно преуспевает, заклинание оканчивается.Это заклинание также оканчивается заклинаниями высшее восстановление [greater restoration], исполнение желаний [wish] и полное исцеление [heal]."
/spells/318-meld_into_stone/,Слияние с камнем [Meld into stone],3 уровень,преобразование (ритуал),1 действие,Касание,"В, С",8 часов,"друид, жрец, следопыт (Tasha's Cauldron of Everything)","гений (колдун), круг земли (друид)",«Player's handbook»,"Вы входите в каменный предмет или поверхность, достаточно большую, чтобы там поместилось ваше тело, и сливаетесь на время действия заклинания вместе со всем снаряжением с камнем. Используя перемещение, вы выходите из камня в точке, которой можете коснуться. Ваше присутствие абсолютно незаметно, и без помощи магии обнаружить вас невозможно.Слившись с камнем, вы не можете видеть, что происходит вокруг, и все проверки Мудрости (Восприятие), совершённые, чтобы слушать, совершаются с помехой. Вы осознаёте ход времени и можете в камне накладывать заклинания на себя. Вы можете перемещением выйти из камня в том месте, где вы входили, что оканчивает это заклинание. Иначе вы перемещаться не можете.Небольшие физические повреждения камня не причиняют вам вреда, но частичное разрушение или изменение его формы (так, что вы больше внутри не поместитесь) изгоняют вас и причиняют дробящий урон 6к6. Полное разрушение камня (или превращение его в другую субстанцию) изгоняет вас и причиняет дробящий урон 50. Если вас изгоняют, вы падаетеничкомв свободном пространстве, ближайшем к месту, в котором вы входили в камень."
/spells/319-word_of_recall/,Слово возврата [Word of recall],6 уровень,вызов,1 действие,5 футов,В,Мгновенная,жрец,,«Player's handbook»,"Вы и до пяти согласных существ в пределах 5 футов от вас мгновенно телепортируетесь в заранее подготовленное святилище. Вы и телепортирующиеся с вами существа появляетесь в свободном пространстве, ближайшем к месту, указанному вами при подготовке святилища (смотрите ниже). Если вы накладываете это заклинание, не подготовив святилище, заклинание не оказывает никакого эффекта.Вы должны подготовить святилище, наложив это же заклинание в таком месте как храм, посвящённом или сильно связанном с вашим божеством. Если вы попытаетесь наложить это заклинание в месте, не связанном с вашим божеством, заклинание не окажет никакого эффекта."
/spells/502-power_word_pain/,Слово силы: боль [Power word pain],7 уровень,очарование,1 действие,60 футов,В,Мгновенная,"волшебник, колдун, чародей",,«Xanathar's Guide to Everything»,"Вы произносите слово силы, вызывающее волны острой боли у одного существа, которое вы можете видеть в пределах дистанции. Если у цели 100 хитов или меньше, она подвергается этой ужасной боли. В противном случае заклинание не оказывает никакого эффекта. Цель также не подвержена этому заклинанию, если она имеет иммунитет кочарованию.Пока цель подвергается ужасной боли, никакая из её скоростей не может быть больше 10 футов. Цель также совершает с помехой все броски атаки, проверки характеристик и спасброски, за исключением спасбросков Телосложения. И, наконец, если цель пытается наложить заклинание, она должна совершить успешный спасбросок Телосложения, в противном случае заклинание тратится и не срабатывает.Цель, страдающая от этой боли, может совершать спасбросок Телосложения в конце каждого своего хода. При успехе боль проходит."
/spells/320-power_word_heal/,Слово силы: исцеление [Power word heal],9 уровень,воплощение,1 действие,Касание,"В, С",Мгновенная,"бард, жрец (Tasha's Cauldron of Everything)",,«Player's handbook»,"Волна целительной энергии окутывает существо, которого вы касаетесь. Цель восстанавливает все свои хиты. Если существоиспугано,очаровано,ошеломленоилипарализовано, это состояние оканчивается. Если существо лежитничком, оно может реакцией встать. Это заклинание не оказывает никакого эффекта на нежить и конструктов."
/spells/321-power_word_stun/,Слово силы: оглушение [Power word stun],8 уровень,очарование,1 действие,60 футов,В,Мгновенная,"бард, волшебник, колдун, чародей",,«Player's handbook»,"Вы произносите слово силы, способное захлестнуть сознание одного существа, видимого в пределах дистанции, делая его потрясённым. Если у существа не больше 150 хитов, оно становитсяошеломлённым. В противном случае это заклинание не оказывает никакого эффекта.Ошеломлённаяцель должна в конце каждого своего хода совершать спасбросок Телосложения. При успехе ошеломление проходит."
/spells/322-power_word_kill/,Слово силы: смерть [Power word kill],9 уровень,очарование,1 действие,60 футов,В,Мгновенная,"бард, волшебник, колдун, чародей",,«Player's handbook»,"Вы произносите слово силы, заставляющее существо, которое вы видите в пределах дистанции,мгновенно умереть. Если у выбранного вами существа 100 хитов или меньше, оно умирает. В противном случае это заклинание не оказывает никакого эффекта."
/spells/455-word_of_radiance/,Слово сияния [Word of radiance],Заговор,воплощение,1 действие,5 футов,"В, М  (священный символ)",Мгновенная,жрец,,«Xanathar's Guide to Everything»,"Вы произносите божественное слово и исторгаете из себя обжигающее сияние. Каждое существо по вашему выбору, которое вы можете видеть в пределах дистанции, должно преуспеть в спасброске Телосложения, иначе получит 1к6 урона излучением.Урон заклинания увеличивается на 1к6, когда вы достигаете 5-го уровня (2к6), 11-го уровня (3к6), и 17-го уровня (4к6)."
/spells/323-alter_self/,Смена обличья [Alter self],2 уровень,преобразование,1 действие,На себя,"В, С","Концентрация, вплоть до 1 часа","волшебник, изобретатель, чародей",,«Player's handbook»,"Вы принимаете другой облик. При накладывании выберите один из представленных ниже вариантов, эффект от которого будет продолжаться всю длительность заклинания. Пока заклинание активно, вы можете действием окончить один эффект, чтобы получить преимущества другого.Адаптация к воде. Вы приспосабливаете свое тело к существованию в воде, отращивая жабры и перепонки между пальцами. Вы можете дышать под водой и получаете скорость плавания, равную скорости ходьбы.Естественное оружие. Вы отращиваете когти, клыки, шипы, рога или другое естественное оружие на свой выбор. Ваш безоружный удар причиняет дробящий, колющий или рубящий урон 1к6, в зависимости от выбранного вами оружия, и вы владеете безоружными ударами. Это оружие будет магическим, и вы получаете бонус +1 к броскам атаки и урона им.Изменение внешности. Вы изменяете свою внешность. Вы сами решаете, на кого будете походить, включая рост, вес, лицо, звук голоса, длину волос, цвета и отличительные характеристики. Вы можете стать похожим на представителя другой расы, но ваши показатели не изменяются. Вы также не можете выглядеть как существо другой категории размера, и ваше тело остается примерно тем же самым; например, это заклинание не сделает вас четырёхногим. Пока заклинание активно, вы можете действием изменять свою внешность."
/spells/324-weird/,Смертный ужас [Weird],9 уровень,иллюзия,1 действие,120 футов,"В, С","Концентрация, вплоть до 1 минуты","волшебник, колдун (Tasha's Cauldron of Everything)",,«Player's handbook»,"Воззвав к сильнейшим страхам группы существ, вы создаёте иллюзорных существ в их сознаниях, видимых только для них. Все существа в сфере с радиусом 30 футов с центром на выбранной точке в пределах дистанции, должны совершить спасбросок Мудрости. При провале существо становитсяиспуганнымна время длительности заклинания. Иллюзия взывает к самым потаённым страхам, проявляясь в виде худших кошмаров и неумолимой угрозы. В конце каждого своего ходаиспуганноесущество должно преуспевать в спасброске Мудрости, иначе оно получает урон психической энергией 4к10. При успехе для этого существа заклинание оканчивается."
/spells/408-whirlwind/,Смерч [Whirlwind],7 уровень,воплощение,1 действие,300 футов,"С, М  (соломинка)","Концентрация, вплоть до 1 минуты","волшебник, друид, чародей",,,"В указанной вами точке на поверхности земли возникает ревущий смерч. Он представляет собой цилиндр с радиусом 10 футов и высотой 30 футов. Пока заклинание действует, вы можете действием переместить его на расстояние до 30 футов в любом направлении вдоль земли. Смерч засасывает любые предметы с размером не больше Среднего, никем не носимые и не переносимые.Существо должно совершить спасбросок Ловкости в момент, когда в первый раз за ход входит в область смерча или когда область смерча входит в пространство существа, включая момент первоначального возникновения смерча. При провале существо получает 10к6 дробящего урона, а при успехе — половину этого урона. Кроме того, существо с размером не больше Большого, провалившее спасбросок, должно преуспеть в спасброске Силы, иначе будетопутаносмерчем на время действия заклинания. В начале каждого ходаопутанноесущество подтягивается на 5 футов вверх, пока не окажется на вершине смерча. Опутанноесущество перемещается вместе со смерчем и падает на землю, когда заклинание заканчивается, если у него нет возможности остаться в воздухе.Опутанное существо может действием совершить проверку Силы или Ловкости против Сл ваших заклинаний. В случае успеха оно перестаёт быть опутанным и вылетает из смерча на 3к6 × 10 футов в случайном направлении."
/spells/325-confusion/,Смятение [Confusion],4 уровень,очарование,1 действие,90 футов,"В, С, М  (три ореховые скорлупки)","Концентрация, вплоть до 1 минуты","бард, волшебник, друид, чародей","домен знаний (жрец), клятвопреступник (паладин), круг спор (друид)",«Player's handbook»,"Это заклинание атакует и скручивает сознание существ, порождая галлюцинации и провоцируя на необдуманные действия. Все существа в сфере с радиусом 10 футов с центром на точке, выбранной в пределах дистанции, должны преуспеть в спасброске Мудрости, иначе попадут под действие эффекта.Попавшая под эффект цель не может совершать реакции и должна бросать к10 в начале каждого своего хода, чтобы определить свое поведение в этом ходу.к10 Поведение  1 Существо использует все свое перемещение на движение в случайном направлении. Для определения направления бросьте к8, назначив каждой грани свое направление. Действие в этом ходу существо не совершает.  2–6 Существо в этом ходу не перемещается и не совершает действий.  7–8 Существо действием совершает рукопашную атаку по случайным образом выбранному существу в пределах досягаемости. Если в пределах досягаемости нет других существ, существо в этот ход ничего не делает.  9–10 Существо может действовать и перемещаться как обычно.   В конце каждого своего хода цель может совершать спасбросок Мудрости. В случае успеха на этой цели эффект заканчивается.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 5-го уровня или выше, радиус сферы увеличивается на 5 футов за каждый уровень ячейки выше четвертого."
